insecticide,surface,repnum,total mosquitoes,filename,num_mos,month,strain,hours,mort_pcent,miscount,species,resistance
control,wood,2,8,Results for 0 months post spray/kisumu data 12th oct 16.xlsx,8,0,kisumu,48,12.5,0,An. gambiae,susceptible
control,wood,3,10,Results for 0 months post spray/kisumu data 12th oct 16.xlsx,10,0,kisumu,48,0,0,An. gambiae,susceptible
deltamethrin,wood,1,11,Results for 0 months post spray/kisumu data 12th oct 16.xlsx,11,0,kisumu,48,100,0,An. gambiae,susceptible
deltamethrin,wood,2,10,Results for 0 months post spray/kisumu data 12th oct 16.xlsx,10,0,kisumu,48,100,0,An. gambiae,susceptible
deltamethrin,wood,3,10,Results for 0 months post spray/kisumu data 12th oct 16.xlsx,10,0,kisumu,48,100,0,An. gambiae,susceptible
control,cement,1,8,Results for 0 months post spray/kisumu data 12th oct 16.xlsx,8,0,kisumu,48,0,0,An. gambiae,susceptible
control,cement,2,10,Results for 0 months post spray/kisumu data 12th oct 16.xlsx,10,0,kisumu,48,0,0,An. gambiae,susceptible
control,cement,3,11,Results for 0 months post spray/kisumu data 12th oct 16.xlsx,11,0,kisumu,48,0,0,An. gambiae,susceptible
deltamethrin,cement,1,11,Results for 0 months post spray/kisumu data 12th oct 16.xlsx,11,0,kisumu,48,100,0,An. gambiae,susceptible
deltamethrin,cement,2,11,Results for 0 months post spray/kisumu data 12th oct 16.xlsx,11,0,kisumu,48,100,0,An. gambiae,susceptible
deltamethrin,cement,3,10,Results for 0 months post spray/kisumu data 12th oct 16.xlsx,10,0,kisumu,48,100,0,An. gambiae,susceptible
control,mud,1,9,Results for 0 months post spray/kisumu data 12th oct 16.xlsx,9,0,kisumu,48,0,0,An. gambiae,susceptible
control,mud,2,4,Results for 0 months post spray/kisumu data 12th oct 16.xlsx,4,0,kisumu,48,25,0,An. gambiae,susceptible
control,mud,3,10,Results for 0 months post spray/kisumu data 12th oct 16.xlsx,10,0,kisumu,48,10,0,An. gambiae,susceptible
deltamethrin,mud,1,10,Results for 0 months post spray/kisumu data 12th oct 16.xlsx,10,0,kisumu,48,100,0,An. gambiae,susceptible
deltamethrin,mud,2,10,Results for 0 months post spray/kisumu data 12th oct 16.xlsx,10,0,kisumu,48,100,0,An. gambiae,susceptible
deltamethrin,mud,3,9,Results for 0 months post spray/kisumu data 12th oct 16.xlsx,9,0,kisumu,48,100,0,An. gambiae,susceptible
control,wood,1,10,Results for 0 months post spray/New orleans data 12th oct 16.xlsx,10,0,orleans,48,10,0,A. aegypti,susceptible
control,wood,2,11,Results for 0 months post spray/New orleans data 12th oct 16.xlsx,11,0,orleans,48,18.18181818,0,A. aegypti,susceptible
control,wood,3,11,Results for 0 months post spray/New orleans data 12th oct 16.xlsx,11,0,orleans,48,0,0,A. aegypti,susceptible
deltamethrin,wood,1,7,Results for 0 months post spray/New orleans data 12th oct 16.xlsx,7,0,orleans,48,100,0,A. aegypti,susceptible
deltamethrin,wood,2,9,Results for 0 months post spray/New orleans data 12th oct 16.xlsx,9,0,orleans,48,100,0,A. aegypti,susceptible
deltamethrin,wood,3,11,Results for 0 months post spray/New orleans data 12th oct 16.xlsx,11,0,orleans,48,100,0,A. aegypti,susceptible
control,cement,1,9,Results for 0 months post spray/New orleans data 12th oct 16.xlsx,9,0,orleans,48,11.11111111,0,A. aegypti,susceptible
control,cement,2,10,Results for 0 months post spray/New orleans data 12th oct 16.xlsx,10,0,orleans,48,0,0,A. aegypti,susceptible
control,cement,3,10,Results for 0 months post spray/New orleans data 12th oct 16.xlsx,10,0,orleans,48,10,0,A. aegypti,susceptible
deltamethrin,cement,1,11,Results for 0 months post spray/New orleans data 12th oct 16.xlsx,11,0,orleans,48,100,0,A. aegypti,susceptible
deltamethrin,cement,2,8,Results for 0 months post spray/New orleans data 12th oct 16.xlsx,8,0,orleans,48,100,0,A. aegypti,susceptible
deltamethrin,cement,3,10,Results for 0 months post spray/New orleans data 12th oct 16.xlsx,10,0,orleans,48,100,0,A. aegypti,susceptible
control,mud,1,10,Results for 0 months post spray/New orleans data 12th oct 16.xlsx,10,0,orleans,48,0,0,A. aegypti,susceptible
control,mud,2,10,Results for 0 months post spray/New orleans data 12th oct 16.xlsx,10,0,orleans,48,10,0,A. aegypti,susceptible
control,mud,3,8,Results for 0 months post spray/New orleans data 12th oct 16.xlsx,8,0,orleans,48,0,0,A. aegypti,susceptible
deltamethrin,mud,1,9,Results for 0 months post spray/New orleans data 12th oct 16.xlsx,9,0,orleans,48,100,1,A. aegypti,susceptible
deltamethrin,mud,2,9,Results for 0 months post spray/New orleans data 12th oct 16.xlsx,9,0,orleans,48,100,0,A. aegypti,susceptible
deltamethrin,mud,3,10,Results for 0 months post spray/New orleans data 12th oct 16.xlsx,10,0,orleans,48,100,0,A. aegypti,susceptible
control,wood,1,10,Results for 0 months post spray/VK7 data 12th oct 16.xlsx,10,0,vk7,48,0,0,An. gambiae,resistant
control,wood,2,9,Results for 0 months post spray/VK7 data 12th oct 16.xlsx,9,0,vk7,48,0,0,An. gambiae,resistant
control,wood,3,9,Results for 0 months post spray/VK7 data 12th oct 16.xlsx,9,0,vk7,48,0,0,An. gambiae,resistant
deltamethrin,wood,1,10,Results for 0 months post spray/VK7 data 12th oct 16.xlsx,10,0,vk7,48,10,0,An. gambiae,resistant
deltamethrin,wood,2,9,Results for 0 months post spray/VK7 data 12th oct 16.xlsx,9,0,vk7,48,22.22222222,0,An. gambiae,resistant
deltamethrin,wood,3,8,Results for 0 months post spray/VK7 data 12th oct 16.xlsx,8,0,vk7,48,0,0,An. gambiae,resistant
control,cement,1,10,Results for 0 months post spray/VK7 data 12th oct 16.xlsx,10,0,vk7,48,0,0,An. gambiae,resistant
control,cement,2,9,Results for 0 months post spray/VK7 data 12th oct 16.xlsx,9,0,vk7,48,0,0,An. gambiae,resistant
control,cement,3,10,Results for 0 months post spray/VK7 data 12th oct 16.xlsx,10,0,vk7,48,0,0,An. gambiae,resistant
deltamethrin,cement,1,9,Results for 0 months post spray/VK7 data 12th oct 16.xlsx,9,0,vk7,48,44.44444444,0,An. gambiae,resistant
deltamethrin,cement,2,9,Results for 0 months post spray/VK7 data 12th oct 16.xlsx,9,0,vk7,48,22.22222222,0,An. gambiae,resistant
deltamethrin,cement,3,9,Results for 0 months post spray/VK7 data 12th oct 16.xlsx,9,0,vk7,48,11.11111111,0,An. gambiae,resistant
control,mud,1,10,Results for 0 months post spray/VK7 data 12th oct 16.xlsx,10,0,vk7,48,20,0,An. gambiae,resistant
control,mud,2,8,Results for 0 months post spray/VK7 data 12th oct 16.xlsx,8,0,vk7,48,0,0,An. gambiae,resistant
control,mud,3,9,Results for 0 months post spray/VK7 data 12th oct 16.xlsx,9,0,vk7,48,0,0,An. gambiae,resistant
deltamethrin,mud,1,8,Results for 0 months post spray/VK7 data 12th oct 16.xlsx,8,0,vk7,48,0,0,An. gambiae,resistant
deltamethrin,mud,2,9,Results for 0 months post spray/VK7 data 12th oct 16.xlsx,9,0,vk7,48,22.22222222,0,An. gambiae,resistant
deltamethrin,mud,3,11,Results for 0 months post spray/VK7 data 12th oct 16.xlsx,11,0,vk7,48,18.18181818,0,An. gambiae,resistant
control,wood,1,12,Results for 1 months post spray/cayman 15th nov 16.xlsx,12,1,cayman,48,8.333333333,0,A. aegypti,resistant
control,wood,2,12,Results for 1 months post spray/cayman 15th nov 16.xlsx,12,1,cayman,48,0,0,A. aegypti,resistant
control,wood,3,10,Results for 1 months post spray/cayman 15th nov 16.xlsx,10,1,cayman,48,10,0,A. aegypti,resistant
deltamethrin,wood,1,9,Results for 1 months post spray/cayman 15th nov 16.xlsx,9,1,cayman,48,33.33333333,0,A. aegypti,resistant
deltamethrin,wood,2,11,Results for 1 months post spray/cayman 15th nov 16.xlsx,11,1,cayman,48,54.54545455,0,A. aegypti,resistant
deltamethrin,wood,3,11,Results for 1 months post spray/cayman 15th nov 16.xlsx,11,1,cayman,48,9.090909091,0,A. aegypti,resistant
control,cement,1,11,Results for 1 months post spray/cayman 15th nov 16.xlsx,11,1,cayman,48,0,0,A. aegypti,resistant
control,cement,2,11,Results for 1 months post spray/cayman 15th nov 16.xlsx,11,1,cayman,48,18.18181818,0,A. aegypti,resistant
control,cement,3,10,Results for 1 months post spray/cayman 15th nov 16.xlsx,10,1,cayman,48,10,0,A. aegypti,resistant
deltamethrin,cement,1,10,Results for 1 months post spray/cayman 15th nov 16.xlsx,10,1,cayman,48,60,0,A. aegypti,resistant
deltamethrin,cement,2,10,Results for 1 months post spray/cayman 15th nov 16.xlsx,10,1,cayman,48,60,0,A. aegypti,resistant
deltamethrin,cement,3,12,Results for 1 months post spray/cayman 15th nov 16.xlsx,12,1,cayman,48,33.33333333,0,A. aegypti,resistant
control,mud,1,10,Results for 1 months post spray/cayman 15th nov 16.xlsx,10,1,cayman,48,0,0,A. aegypti,resistant
control,mud,2,8,Results for 1 months post spray/cayman 15th nov 16.xlsx,8,1,cayman,48,0,0,A. aegypti,resistant
control,mud,3,11,Results for 1 months post spray/cayman 15th nov 16.xlsx,11,1,cayman,48,0,0,A. aegypti,resistant
deltamethrin,mud,1,9,Results for 1 months post spray/cayman 15th nov 16.xlsx,9,1,cayman,48,44.44444444,0,A. aegypti,resistant
deltamethrin,mud,2,11,Results for 1 months post spray/cayman 15th nov 16.xlsx,11,1,cayman,48,27.27272727,0,A. aegypti,resistant
deltamethrin,mud,3,10,Results for 1 months post spray/cayman 15th nov 16.xlsx,10,1,cayman,48,40,0,A. aegypti,resistant
control,wood,1,11,Results for 1 months post spray/fANG 17th nov 16.xlsx,11,1,fang,48,9.090909091,0,An. funestus,susceptible
control,wood,2,9,Results for 1 months post spray/fANG 17th nov 16.xlsx,9,1,fang,48,0,0,An. funestus,susceptible
control,wood,3,9,Results for 1 months post spray/fANG 17th nov 16.xlsx,9,1,fang,48,0,0,An. funestus,susceptible
deltamethrin,wood,1,10,Results for 1 months post spray/fANG 17th nov 16.xlsx,10,1,fang,48,100,0,An. funestus,susceptible
deltamethrin,wood,2,8,Results for 1 months post spray/fANG 17th nov 16.xlsx,8,1,fang,48,87.5,0,An. funestus,susceptible
deltamethrin,wood,3,11,Results for 1 months post spray/fANG 17th nov 16.xlsx,11,1,fang,48,100,0,An. funestus,susceptible
control,cement,1,10,Results for 1 months post spray/fANG 17th nov 16.xlsx,10,1,fang,48,10,0,An. funestus,susceptible
control,cement,2,10,Results for 1 months post spray/fANG 17th nov 16.xlsx,10,1,fang,48,0,0,An. funestus,susceptible
control,cement,3,11,Results for 1 months post spray/fANG 17th nov 16.xlsx,11,1,fang,48,18.18181818,0,An. funestus,susceptible
deltamethrin,cement,1,10,Results for 1 months post spray/fANG 17th nov 16.xlsx,10,1,fang,48,100,0,An. funestus,susceptible
deltamethrin,cement,2,10,Results for 1 months post spray/fANG 17th nov 16.xlsx,10,1,fang,48,100,0,An. funestus,susceptible
deltamethrin,cement,3,10,Results for 1 months post spray/fANG 17th nov 16.xlsx,10,1,fang,48,100,0,An. funestus,susceptible
control,mud,1,10,Results for 1 months post spray/fANG 17th nov 16.xlsx,10,1,fang,48,0,0,An. funestus,susceptible
control,mud,2,10,Results for 1 months post spray/fANG 17th nov 16.xlsx,10,1,fang,48,10,0,An. funestus,susceptible
control,mud,3,10,Results for 1 months post spray/fANG 17th nov 16.xlsx,10,1,fang,48,0,0,An. funestus,susceptible
deltamethrin,mud,1,10,Results for 1 months post spray/fANG 17th nov 16.xlsx,10,1,fang,48,100,0,An. funestus,susceptible
deltamethrin,mud,2,9,Results for 1 months post spray/fANG 17th nov 16.xlsx,9,1,fang,48,100,0,An. funestus,susceptible
deltamethrin,mud,3,10,Results for 1 months post spray/fANG 17th nov 16.xlsx,10,1,fang,48,100,0,An. funestus,susceptible
control,wood,1,10,Results for 1 months post spray/Fumoz 17th nov 16.xlsx,10,1,fumoz,48,0,0,An. funestus,resistant
control,wood,2,10,Results for 1 months post spray/Fumoz 17th nov 16.xlsx,10,1,fumoz,48,0,0,An. funestus,resistant
control,wood,3,9,Results for 1 months post spray/Fumoz 17th nov 16.xlsx,9,1,fumoz,48,0,0,An. funestus,resistant
deltamethrin,wood,1,9,Results for 1 months post spray/Fumoz 17th nov 16.xlsx,9,1,fumoz,48,0,0,An. funestus,resistant
deltamethrin,wood,2,10,Results for 1 months post spray/Fumoz 17th nov 16.xlsx,10,1,fumoz,48,0,0,An. funestus,resistant
deltamethrin,wood,3,10,Results for 1 months post spray/Fumoz 17th nov 16.xlsx,10,1,fumoz,48,0,0,An. funestus,resistant
control,cement,1,8,Results for 1 months post spray/Fumoz 17th nov 16.xlsx,8,1,fumoz,48,12.5,0,An. funestus,resistant
control,cement,2,11,Results for 1 months post spray/Fumoz 17th nov 16.xlsx,11,1,fumoz,48,0,0,An. funestus,resistant
control,cement,3,11,Results for 1 months post spray/Fumoz 17th nov 16.xlsx,11,1,fumoz,48,0,0,An. funestus,resistant
deltamethrin,cement,1,9,Results for 1 months post spray/Fumoz 17th nov 16.xlsx,9,1,fumoz,48,33.33333333,0,An. funestus,resistant
deltamethrin,cement,2,9,Results for 1 months post spray/Fumoz 17th nov 16.xlsx,9,1,fumoz,48,22.22222222,0,An. funestus,resistant
deltamethrin,cement,3,10,Results for 1 months post spray/Fumoz 17th nov 16.xlsx,10,1,fumoz,48,40,0,An. funestus,resistant
control,mud,1,10,Results for 1 months post spray/Fumoz 17th nov 16.xlsx,10,1,fumoz,48,0,0,An. funestus,resistant
control,mud,2,9,Results for 1 months post spray/Fumoz 17th nov 16.xlsx,9,1,fumoz,48,0,0,An. funestus,resistant
control,mud,3,10,Results for 1 months post spray/Fumoz 17th nov 16.xlsx,10,1,fumoz,48,0,0,An. funestus,resistant
deltamethrin,mud,1,9,Results for 1 months post spray/Fumoz 17th nov 16.xlsx,9,1,fumoz,48,33.33333333,0,An. funestus,resistant
deltamethrin,mud,2,11,Results for 1 months post spray/Fumoz 17th nov 16.xlsx,11,1,fumoz,48,18.18181818,0,An. funestus,resistant
deltamethrin,mud,3,11,Results for 1 months post spray/Fumoz 17th nov 16.xlsx,11,1,fumoz,48,36.36363636,0,An. funestus,resistant
control,wood,1,11,Results for 1 months post spray/kISUMU 11TH NOV 16.xlsx,11,1,kisumu,48,0,0,An. gambiae,susceptible
control,wood,2,11,Results for 1 months post spray/kISUMU 11TH NOV 16.xlsx,11,1,kisumu,48,9.090909091,0,An. gambiae,susceptible
control,wood,3,11,Results for 1 months post spray/kISUMU 11TH NOV 16.xlsx,11,1,kisumu,48,0,0,An. gambiae,susceptible
deltamethrin,wood,1,10,Results for 1 months post spray/kISUMU 11TH NOV 16.xlsx,10,1,kisumu,48,100,0,An. gambiae,susceptible
deltamethrin,wood,2,11,Results for 1 months post spray/kISUMU 11TH NOV 16.xlsx,11,1,kisumu,48,100,0,An. gambiae,susceptible
deltamethrin,wood,3,12,Results for 1 months post spray/kISUMU 11TH NOV 16.xlsx,12,1,kisumu,48,100,0,An. gambiae,susceptible
control,cement,1,12,Results for 1 months post spray/kISUMU 11TH NOV 16.xlsx,12,1,kisumu,48,8.333333333,0,An. gambiae,susceptible
control,cement,2,12,Results for 1 months post spray/kISUMU 11TH NOV 16.xlsx,12,1,kisumu,48,8.333333333,0,An. gambiae,susceptible
control,cement,3,11,Results for 1 months post spray/kISUMU 11TH NOV 16.xlsx,11,1,kisumu,48,9.090909091,0,An. gambiae,susceptible
deltamethrin,cement,1,12,Results for 1 months post spray/kISUMU 11TH NOV 16.xlsx,12,1,kisumu,48,100,0,An. gambiae,susceptible
deltamethrin,cement,2,12,Results for 1 months post spray/kISUMU 11TH NOV 16.xlsx,12,1,kisumu,48,100,0,An. gambiae,susceptible
deltamethrin,cement,3,12,Results for 1 months post spray/kISUMU 11TH NOV 16.xlsx,12,1,kisumu,48,100,0,An. gambiae,susceptible
control,mud,1,12,Results for 1 months post spray/kISUMU 11TH NOV 16.xlsx,12,1,kisumu,48,16.66666667,0,An. gambiae,susceptible
control,mud,2,12,Results for 1 months post spray/kISUMU 11TH NOV 16.xlsx,12,1,kisumu,48,8.333333333,0,An. gambiae,susceptible
control,mud,3,11,Results for 1 months post spray/kISUMU 11TH NOV 16.xlsx,11,1,kisumu,48,9.090909091,0,An. gambiae,susceptible
deltamethrin,mud,1,9,Results for 1 months post spray/kISUMU 11TH NOV 16.xlsx,9,1,kisumu,48,100,0,An. gambiae,susceptible
deltamethrin,mud,2,10,Results for 1 months post spray/kISUMU 11TH NOV 16.xlsx,10,1,kisumu,48,100,0,An. gambiae,susceptible
deltamethrin,mud,3,10,Results for 1 months post spray/kISUMU 11TH NOV 16.xlsx,10,1,kisumu,48,100,0,An. gambiae,susceptible
control,wood,1,8,Results for 1 months post spray/new orleans 15th nov 16.xlsx,8,1,orleans,48,0,0,A. aegypti,susceptible
control,wood,2,10,Results for 1 months post spray/new orleans 15th nov 16.xlsx,10,1,orleans,48,10,0,A. aegypti,susceptible
control,wood,3,10,Results for 1 months post spray/new orleans 15th nov 16.xlsx,10,1,orleans,48,0,0,A. aegypti,susceptible
deltamethrin,wood,1,10,Results for 1 months post spray/new orleans 15th nov 16.xlsx,10,1,orleans,48,100,0,A. aegypti,susceptible
deltamethrin,wood,2,10,Results for 1 months post spray/new orleans 15th nov 16.xlsx,10,1,orleans,48,100,0,A. aegypti,susceptible
deltamethrin,wood,3,11,Results for 1 months post spray/new orleans 15th nov 16.xlsx,11,1,orleans,48,100,0,A. aegypti,susceptible
control,cement,1,11,Results for 1 months post spray/new orleans 15th nov 16.xlsx,11,1,orleans,48,9.090909091,0,A. aegypti,susceptible
control,cement,2,10,Results for 1 months post spray/new orleans 15th nov 16.xlsx,10,1,orleans,48,10,0,A. aegypti,susceptible
control,cement,3,10,Results for 1 months post spray/new orleans 15th nov 16.xlsx,10,1,orleans,48,0,0,A. aegypti,susceptible
deltamethrin,cement,1,10,Results for 1 months post spray/new orleans 15th nov 16.xlsx,10,1,orleans,48,100,1,A. aegypti,susceptible
deltamethrin,cement,2,10,Results for 1 months post spray/new orleans 15th nov 16.xlsx,10,1,orleans,48,100,0,A. aegypti,susceptible
deltamethrin,cement,3,10,Results for 1 months post spray/new orleans 15th nov 16.xlsx,10,1,orleans,48,100,0,A. aegypti,susceptible
control,mud,1,10,Results for 1 months post spray/new orleans 15th nov 16.xlsx,10,1,orleans,48,10,0,A. aegypti,susceptible
control,mud,2,10,Results for 1 months post spray/new orleans 15th nov 16.xlsx,10,1,orleans,48,0,0,A. aegypti,susceptible
control,mud,3,6,Results for 1 months post spray/new orleans 15th nov 16.xlsx,6,1,orleans,48,0,0,A. aegypti,susceptible
deltamethrin,mud,1,11,Results for 1 months post spray/new orleans 15th nov 16.xlsx,11,1,orleans,48,100,0,A. aegypti,susceptible
deltamethrin,mud,2,11,Results for 1 months post spray/new orleans 15th nov 16.xlsx,11,1,orleans,48,100,0,A. aegypti,susceptible
deltamethrin,mud,3,10,Results for 1 months post spray/new orleans 15th nov 16.xlsx,10,1,orleans,48,100,1,A. aegypti,susceptible
control,wood,1,12,Results for 1 months post spray/VK7 2014 11TH NOV 16.xlsx,12,1,vk7,48,0,0,An. gambiae,resistant
control,wood,2,10,Results for 1 months post spray/VK7 2014 11TH NOV 16.xlsx,10,1,vk7,48,0,0,An. gambiae,resistant
control,wood,3,11,Results for 1 months post spray/VK7 2014 11TH NOV 16.xlsx,11,1,vk7,48,0,0,An. gambiae,resistant
deltamethrin,wood,1,12,Results for 1 months post spray/VK7 2014 11TH NOV 16.xlsx,12,1,vk7,48,0,0,An. gambiae,resistant
deltamethrin,wood,2,11,Results for 1 months post spray/VK7 2014 11TH NOV 16.xlsx,11,1,vk7,48,0,0,An. gambiae,resistant
deltamethrin,wood,3,10,Results for 1 months post spray/VK7 2014 11TH NOV 16.xlsx,10,1,vk7,48,0,0,An. gambiae,resistant
control,cement,1,11,Results for 1 months post spray/VK7 2014 11TH NOV 16.xlsx,11,1,vk7,48,0,0,An. gambiae,resistant
control,cement,2,11,Results for 1 months post spray/VK7 2014 11TH NOV 16.xlsx,11,1,vk7,48,0,0,An. gambiae,resistant
control,cement,3,12,Results for 1 months post spray/VK7 2014 11TH NOV 16.xlsx,12,1,vk7,48,16.66666667,0,An. gambiae,resistant
deltamethrin,cement,1,11,Results for 1 months post spray/VK7 2014 11TH NOV 16.xlsx,11,1,vk7,48,0,0,An. gambiae,resistant
deltamethrin,cement,2,10,Results for 1 months post spray/VK7 2014 11TH NOV 16.xlsx,10,1,vk7,48,0,0,An. gambiae,resistant
deltamethrin,cement,3,10,Results for 1 months post spray/VK7 2014 11TH NOV 16.xlsx,10,1,vk7,48,10,0,An. gambiae,resistant
control,mud,1,12,Results for 1 months post spray/VK7 2014 11TH NOV 16.xlsx,12,1,vk7,48,8.333333333,0,An. gambiae,resistant
control,mud,2,11,Results for 1 months post spray/VK7 2014 11TH NOV 16.xlsx,11,1,vk7,48,0,0,An. gambiae,resistant
control,mud,3,11,Results for 1 months post spray/VK7 2014 11TH NOV 16.xlsx,11,1,vk7,48,0,0,An. gambiae,resistant
deltamethrin,mud,1,10,Results for 1 months post spray/VK7 2014 11TH NOV 16.xlsx,10,1,vk7,48,0,0,An. gambiae,resistant
deltamethrin,mud,2,10,Results for 1 months post spray/VK7 2014 11TH NOV 16.xlsx,10,1,vk7,48,10,0,An. gambiae,resistant
deltamethrin,mud,3,10,Results for 1 months post spray/VK7 2014 11TH NOV 16.xlsx,10,1,vk7,48,30,0,An. gambiae,resistant
control,wood,1,11,results for 3 month post spray/cayman 16 jan 17.xlsx,11,3,cayman,48,0,0,A. aegypti,resistant
control,wood,2,10,results for 3 month post spray/cayman 16 jan 17.xlsx,10,3,cayman,48,0,0,A. aegypti,resistant
control,wood,3,11,results for 3 month post spray/cayman 16 jan 17.xlsx,11,3,cayman,48,0,0,A. aegypti,resistant
deltamethrin,wood,1,10,results for 3 month post spray/cayman 16 jan 17.xlsx,10,3,cayman,48,40,0,A. aegypti,resistant
deltamethrin,wood,2,11,results for 3 month post spray/cayman 16 jan 17.xlsx,11,3,cayman,48,36.36363636,0,A. aegypti,resistant
deltamethrin,wood,3,11,results for 3 month post spray/cayman 16 jan 17.xlsx,11,3,cayman,48,18.18181818,0,A. aegypti,resistant
control,cement,1,10,results for 3 month post spray/cayman 16 jan 17.xlsx,10,3,cayman,48,0,0,A. aegypti,resistant
control,cement,2,12,results for 3 month post spray/cayman 16 jan 17.xlsx,12,3,cayman,48,0,0,A. aegypti,resistant
control,cement,3,11,results for 3 month post spray/cayman 16 jan 17.xlsx,11,3,cayman,48,0,0,A. aegypti,resistant
deltamethrin,cement,1,8,results for 3 month post spray/cayman 16 jan 17.xlsx,8,3,cayman,48,62.5,0,A. aegypti,resistant
deltamethrin,cement,2,9,results for 3 month post spray/cayman 16 jan 17.xlsx,9,3,cayman,48,44.44444444,0,A. aegypti,resistant
deltamethrin,cement,3,10,results for 3 month post spray/cayman 16 jan 17.xlsx,10,3,cayman,48,30,0,A. aegypti,resistant
control,mud,1,12,results for 3 month post spray/cayman 16 jan 17.xlsx,12,3,cayman,48,0,0,A. aegypti,resistant
control,mud,2,11,results for 3 month post spray/cayman 16 jan 17.xlsx,11,3,cayman,48,0,0,A. aegypti,resistant
control,mud,3,12,results for 3 month post spray/cayman 16 jan 17.xlsx,12,3,cayman,48,0,0,A. aegypti,resistant
deltamethrin,mud,1,11,results for 3 month post spray/cayman 16 jan 17.xlsx,11,3,cayman,48,27.27272727,0,A. aegypti,resistant
deltamethrin,mud,2,12,results for 3 month post spray/cayman 16 jan 17.xlsx,12,3,cayman,48,25,0,A. aegypti,resistant
deltamethrin,mud,3,11,results for 3 month post spray/cayman 16 jan 17.xlsx,11,3,cayman,48,9.090909091,0,A. aegypti,resistant
control,wood,1,9,results for 3 month post spray/fang 23 jan 17.xlsx,9,3,fang,48,0,0,An. funestus,susceptible
control,wood,2,10,results for 3 month post spray/fang 23 jan 17.xlsx,10,3,fang,48,0,0,An. funestus,susceptible
control,wood,3,10,results for 3 month post spray/fang 23 jan 17.xlsx,10,3,fang,48,0,0,An. funestus,susceptible
deltamethrin,wood,1,10,results for 3 month post spray/fang 23 jan 17.xlsx,10,3,fang,48,100,0,An. funestus,susceptible
deltamethrin,wood,2,10,results for 3 month post spray/fang 23 jan 17.xlsx,10,3,fang,48,100,0,An. funestus,susceptible
deltamethrin,wood,3,9,results for 3 month post spray/fang 23 jan 17.xlsx,9,3,fang,48,33.33333333,0,An. funestus,susceptible
control,cement,1,10,results for 3 month post spray/fang 23 jan 17.xlsx,10,3,fang,48,0,0,An. funestus,susceptible
control,cement,2,10,results for 3 month post spray/fang 23 jan 17.xlsx,10,3,fang,48,0,0,An. funestus,susceptible
control,cement,3,10,results for 3 month post spray/fang 23 jan 17.xlsx,10,3,fang,48,0,0,An. funestus,susceptible
deltamethrin,cement,1,10,results for 3 month post spray/fang 23 jan 17.xlsx,10,3,fang,48,100,0,An. funestus,susceptible
deltamethrin,cement,2,10,results for 3 month post spray/fang 23 jan 17.xlsx,10,3,fang,48,100,0,An. funestus,susceptible
deltamethrin,cement,3,10,results for 3 month post spray/fang 23 jan 17.xlsx,10,3,fang,48,100,0,An. funestus,susceptible
control,mud,1,10,results for 3 month post spray/fang 23 jan 17.xlsx,10,3,fang,48,0,0,An. funestus,susceptible
control,mud,2,10,results for 3 month post spray/fang 23 jan 17.xlsx,10,3,fang,48,0,0,An. funestus,susceptible
control,mud,3,9,results for 3 month post spray/fang 23 jan 17.xlsx,9,3,fang,48,0,0,An. funestus,susceptible
deltamethrin,mud,1,10,results for 3 month post spray/fang 23 jan 17.xlsx,10,3,fang,48,90,0,An. funestus,susceptible
deltamethrin,mud,2,9,results for 3 month post spray/fang 23 jan 17.xlsx,9,3,fang,48,100,0,An. funestus,susceptible
deltamethrin,mud,3,10,results for 3 month post spray/fang 23 jan 17.xlsx,10,3,fang,48,100,0,An. funestus,susceptible
control,wood,1,9,results for 3 month post spray/Fumoz 20 jan 17.xlsx,9,3,fumoz,48,0,0,An. funestus,resistant
control,wood,2,11,results for 3 month post spray/Fumoz 20 jan 17.xlsx,11,3,fumoz,48,0,0,An. funestus,resistant
control,wood,3,10,results for 3 month post spray/Fumoz 20 jan 17.xlsx,10,3,fumoz,48,0,0,An. funestus,resistant
deltamethrin,wood,1,10,results for 3 month post spray/Fumoz 20 jan 17.xlsx,10,3,fumoz,48,0,0,An. funestus,resistant
deltamethrin,wood,2,9,results for 3 month post spray/Fumoz 20 jan 17.xlsx,9,3,fumoz,48,0,0,An. funestus,resistant
deltamethrin,wood,3,10,results for 3 month post spray/Fumoz 20 jan 17.xlsx,10,3,fumoz,48,0,0,An. funestus,resistant
control,cement,1,10,results for 3 month post spray/Fumoz 20 jan 17.xlsx,10,3,fumoz,48,0,0,An. funestus,resistant
control,cement,2,10,results for 3 month post spray/Fumoz 20 jan 17.xlsx,10,3,fumoz,48,0,0,An. funestus,resistant
control,cement,3,10,results for 3 month post spray/Fumoz 20 jan 17.xlsx,10,3,fumoz,48,0,0,An. funestus,resistant
deltamethrin,cement,1,10,results for 3 month post spray/Fumoz 20 jan 17.xlsx,10,3,fumoz,48,0,0,An. funestus,resistant
deltamethrin,cement,2,10,results for 3 month post spray/Fumoz 20 jan 17.xlsx,10,3,fumoz,48,0,0,An. funestus,resistant
deltamethrin,cement,3,10,results for 3 month post spray/Fumoz 20 jan 17.xlsx,10,3,fumoz,48,0,0,An. funestus,resistant
control,mud,1,9,results for 3 month post spray/Fumoz 20 jan 17.xlsx,9,3,fumoz,48,0,0,An. funestus,resistant
control,mud,2,9,results for 3 month post spray/Fumoz 20 jan 17.xlsx,9,3,fumoz,48,0,0,An. funestus,resistant
