insecticide,surface,repnum,total mosquitoes,filename,num_mos,month,strain,hours,mort_pcent,miscount,species,resistance
control,mud,2,10,Results for 5 months post spray/5 months results project 15b VK7.xlsx,10,5,vk7,168,0,0,An. gambiae,resistant
control,mud,3,10,Results for 5 months post spray/5 months results project 15b VK7.xlsx,10,5,vk7,168,10,0,An. gambiae,resistant
deltamethrin,mud,1,11,Results for 5 months post spray/5 months results project 15b VK7.xlsx,11,5,vk7,168,36.36363636,0,An. gambiae,resistant
deltamethrin,mud,2,10,Results for 5 months post spray/5 months results project 15b VK7.xlsx,10,5,vk7,168,0,0,An. gambiae,resistant
deltamethrin,mud,3,11,Results for 5 months post spray/5 months results project 15b VK7.xlsx,11,5,vk7,168,9.090909091,0,An. gambiae,resistant
control,wood,1,11,Results for 7 month post spray/7 months results cayman 26 may 17.xlsx,11,7,cayman,168,9.090909091,0,A. aegypti,resistant
control,wood,2,10,Results for 7 month post spray/7 months results cayman 26 may 17.xlsx,10,7,cayman,168,10,0,A. aegypti,resistant
control,wood,3,10,Results for 7 month post spray/7 months results cayman 26 may 17.xlsx,10,7,cayman,168,20,0,A. aegypti,resistant
deltamethrin,wood,1,10,Results for 7 month post spray/7 months results cayman 26 may 17.xlsx,10,7,cayman,168,90,0,A. aegypti,resistant
deltamethrin,wood,2,11,Results for 7 month post spray/7 months results cayman 26 may 17.xlsx,11,7,cayman,168,81.81818182,0,A. aegypti,resistant
deltamethrin,wood,3,10,Results for 7 month post spray/7 months results cayman 26 may 17.xlsx,10,7,cayman,168,40,0,A. aegypti,resistant
control,cement,1,10,Results for 7 month post spray/7 months results cayman 26 may 17.xlsx,10,7,cayman,168,10,0,A. aegypti,resistant
control,cement,2,9,Results for 7 month post spray/7 months results cayman 26 may 17.xlsx,9,7,cayman,168,0,0,A. aegypti,resistant
control,cement,3,10,Results for 7 month post spray/7 months results cayman 26 may 17.xlsx,10,7,cayman,168,0,0,A. aegypti,resistant
deltamethrin,cement,1,10,Results for 7 month post spray/7 months results cayman 26 may 17.xlsx,10,7,cayman,168,70,0,A. aegypti,resistant
deltamethrin,cement,2,10,Results for 7 month post spray/7 months results cayman 26 may 17.xlsx,10,7,cayman,168,50,0,A. aegypti,resistant
deltamethrin,cement,3,10,Results for 7 month post spray/7 months results cayman 26 may 17.xlsx,10,7,cayman,168,50,0,A. aegypti,resistant
control,mud,1,10,Results for 7 month post spray/7 months results cayman 26 may 17.xlsx,10,7,cayman,168,30,0,A. aegypti,resistant
control,mud,2,10,Results for 7 month post spray/7 months results cayman 26 may 17.xlsx,10,7,cayman,168,10,0,A. aegypti,resistant
control,mud,3,10,Results for 7 month post spray/7 months results cayman 26 may 17.xlsx,10,7,cayman,168,0,0,A. aegypti,resistant
deltamethrin,mud,1,10,Results for 7 month post spray/7 months results cayman 26 may 17.xlsx,10,7,cayman,168,10,0,A. aegypti,resistant
deltamethrin,mud,2,10,Results for 7 month post spray/7 months results cayman 26 may 17.xlsx,10,7,cayman,168,10,0,A. aegypti,resistant
deltamethrin,mud,3,11,Results for 7 month post spray/7 months results cayman 26 may 17.xlsx,11,7,cayman,168,36.36363636,0,A. aegypti,resistant
control,wood,1,9,Results for 7 month post spray/7 months results Fang 25 may 17.xlsx,9,7,fang,168,22.22222222,0,An. funestus,susceptible
control,wood,2,10,Results for 7 month post spray/7 months results Fang 25 may 17.xlsx,10,7,fang,168,10,0,An. funestus,susceptible
control,wood,3,10,Results for 7 month post spray/7 months results Fang 25 may 17.xlsx,10,7,fang,168,40,0,An. funestus,susceptible
deltamethrin,wood,1,10,Results for 7 month post spray/7 months results Fang 25 may 17.xlsx,10,7,fang,168,100,0,An. funestus,susceptible
deltamethrin,wood,2,10,Results for 7 month post spray/7 months results Fang 25 may 17.xlsx,10,7,fang,168,100,0,An. funestus,susceptible
deltamethrin,wood,3,10,Results for 7 month post spray/7 months results Fang 25 may 17.xlsx,10,7,fang,168,100,0,An. funestus,susceptible
control,cement,1,10,Results for 7 month post spray/7 months results Fang 25 may 17.xlsx,10,7,fang,168,30,0,An. funestus,susceptible
control,cement,2,10,Results for 7 month post spray/7 months results Fang 25 may 17.xlsx,10,7,fang,168,20,0,An. funestus,susceptible
control,cement,3,10,Results for 7 month post spray/7 months results Fang 25 may 17.xlsx,10,7,fang,168,10,0,An. funestus,susceptible
deltamethrin,cement,1,9,Results for 7 month post spray/7 months results Fang 25 may 17.xlsx,9,7,fang,168,100,0,An. funestus,susceptible
deltamethrin,cement,2,10,Results for 7 month post spray/7 months results Fang 25 may 17.xlsx,10,7,fang,168,100,0,An. funestus,susceptible
deltamethrin,cement,3,10,Results for 7 month post spray/7 months results Fang 25 may 17.xlsx,10,7,fang,168,100,0,An. funestus,susceptible
control,mud,1,10,Results for 7 month post spray/7 months results Fang 25 may 17.xlsx,10,7,fang,168,0,0,An. funestus,susceptible
control,mud,2,10,Results for 7 month post spray/7 months results Fang 25 may 17.xlsx,10,7,fang,168,0,0,An. funestus,susceptible
control,mud,3,11,Results for 7 month post spray/7 months results Fang 25 may 17.xlsx,11,7,fang,168,0,0,An. funestus,susceptible
deltamethrin,mud,1,9,Results for 7 month post spray/7 months results Fang 25 may 17.xlsx,9,7,fang,168,100,0,An. funestus,susceptible
deltamethrin,mud,2,10,Results for 7 month post spray/7 months results Fang 25 may 17.xlsx,10,7,fang,168,100,0,An. funestus,susceptible
deltamethrin,mud,3,10,Results for 7 month post spray/7 months results Fang 25 may 17.xlsx,10,7,fang,168,90,0,An. funestus,susceptible
control,wood,1,9,Results for 7 month post spray/7 months results Fumoz 25 may 17.xlsx,9,7,fumoz,168,11.11111111,0,An. funestus,resistant
control,wood,2,10,Results for 7 month post spray/7 months results Fumoz 25 may 17.xlsx,10,7,fumoz,168,0,0,An. funestus,resistant
control,wood,3,9,Results for 7 month post spray/7 months results Fumoz 25 may 17.xlsx,9,7,fumoz,168,0,0,An. funestus,resistant
deltamethrin,wood,1,10,Results for 7 month post spray/7 months results Fumoz 25 may 17.xlsx,10,7,fumoz,168,10,0,An. funestus,resistant
deltamethrin,wood,2,10,Results for 7 month post spray/7 months results Fumoz 25 may 17.xlsx,10,7,fumoz,168,0,0,An. funestus,resistant
deltamethrin,wood,3,10,Results for 7 month post spray/7 months results Fumoz 25 may 17.xlsx,10,7,fumoz,168,0,0,An. funestus,resistant
control,cement,1,9,Results for 7 month post spray/7 months results Fumoz 25 may 17.xlsx,9,7,fumoz,168,0,0,An. funestus,resistant
control,cement,2,10,Results for 7 month post spray/7 months results Fumoz 25 may 17.xlsx,10,7,fumoz,168,10,0,An. funestus,resistant
control,cement,3,9,Results for 7 month post spray/7 months results Fumoz 25 may 17.xlsx,9,7,fumoz,168,0,0,An. funestus,resistant
deltamethrin,cement,1,10,Results for 7 month post spray/7 months results Fumoz 25 may 17.xlsx,10,7,fumoz,168,0,0,An. funestus,resistant
deltamethrin,cement,2,10,Results for 7 month post spray/7 months results Fumoz 25 may 17.xlsx,10,7,fumoz,168,10,0,An. funestus,resistant
deltamethrin,cement,3,10,Results for 7 month post spray/7 months results Fumoz 25 may 17.xlsx,10,7,fumoz,168,0,0,An. funestus,resistant
control,mud,1,11,Results for 7 month post spray/7 months results Fumoz 25 may 17.xlsx,11,7,fumoz,168,0,0,An. funestus,resistant
control,mud,2,10,Results for 7 month post spray/7 months results Fumoz 25 may 17.xlsx,10,7,fumoz,168,10,0,An. funestus,resistant
control,mud,3,10,Results for 7 month post spray/7 months results Fumoz 25 may 17.xlsx,10,7,fumoz,168,0,0,An. funestus,resistant
deltamethrin,mud,1,10,Results for 7 month post spray/7 months results Fumoz 25 may 17.xlsx,10,7,fumoz,168,0,0,An. funestus,resistant
deltamethrin,mud,2,10,Results for 7 month post spray/7 months results Fumoz 25 may 17.xlsx,10,7,fumoz,168,0,0,An. funestus,resistant
deltamethrin,mud,3,10,Results for 7 month post spray/7 months results Fumoz 25 may 17.xlsx,10,7,fumoz,168,20,0,An. funestus,resistant
control,wood,1,10,Results for 7 month post spray/7 months results Kisumu 23 may 17.xlsx,10,7,kisumu,168,20,0,An. gambiae,susceptible
control,wood,2,11,Results for 7 month post spray/7 months results Kisumu 23 may 17.xlsx,11,7,kisumu,168,0,0,An. gambiae,susceptible
control,wood,3,11,Results for 7 month post spray/7 months results Kisumu 23 may 17.xlsx,11,7,kisumu,168,0,0,An. gambiae,susceptible
deltamethrin,wood,1,10,Results for 7 month post spray/7 months results Kisumu 23 may 17.xlsx,10,7,kisumu,168,100,0,An. gambiae,susceptible
deltamethrin,wood,2,10,Results for 7 month post spray/7 months results Kisumu 23 may 17.xlsx,10,7,kisumu,168,100,0,An. gambiae,susceptible
deltamethrin,wood,3,10,Results for 7 month post spray/7 months results Kisumu 23 may 17.xlsx,10,7,kisumu,168,100,0,An. gambiae,susceptible
control,cement,1,11,Results for 7 month post spray/7 months results Kisumu 23 may 17.xlsx,11,7,kisumu,168,18.18181818,0,An. gambiae,susceptible
control,cement,2,10,Results for 7 month post spray/7 months results Kisumu 23 may 17.xlsx,10,7,kisumu,168,0,0,An. gambiae,susceptible
control,cement,3,11,Results for 7 month post spray/7 months results Kisumu 23 may 17.xlsx,11,7,kisumu,168,18.18181818,0,An. gambiae,susceptible
deltamethrin,cement,1,9,Results for 7 month post spray/7 months results Kisumu 23 may 17.xlsx,9,7,kisumu,168,100,0,An. gambiae,susceptible
deltamethrin,cement,2,9,Results for 7 month post spray/7 months results Kisumu 23 may 17.xlsx,9,7,kisumu,168,100,0,An. gambiae,susceptible
deltamethrin,cement,3,10,Results for 7 month post spray/7 months results Kisumu 23 may 17.xlsx,10,7,kisumu,168,100,0,An. gambiae,susceptible
control,mud,1,10,Results for 7 month post spray/7 months results Kisumu 23 may 17.xlsx,10,7,kisumu,168,0,0,An. gambiae,susceptible
control,mud,2,10,Results for 7 month post spray/7 months results Kisumu 23 may 17.xlsx,10,7,kisumu,168,10,0,An. gambiae,susceptible
control,mud,3,10,Results for 7 month post spray/7 months results Kisumu 23 may 17.xlsx,10,7,kisumu,168,10,0,An. gambiae,susceptible
deltamethrin,mud,1,10,Results for 7 month post spray/7 months results Kisumu 23 may 17.xlsx,10,7,kisumu,168,100,0,An. gambiae,susceptible
deltamethrin,mud,2,9,Results for 7 month post spray/7 months results Kisumu 23 may 17.xlsx,9,7,kisumu,168,100,0,An. gambiae,susceptible
deltamethrin,mud,3,8,Results for 7 month post spray/7 months results Kisumu 23 may 17.xlsx,8,7,kisumu,168,100,0,An. gambiae,susceptible
control,wood,1,9,Results for 7 month post spray/7 months results New orleans 24 may 17.xlsx,9,7,orleans,168,0,0,A. aegypti,susceptible
control,wood,2,8,Results for 7 month post spray/7 months results New orleans 24 may 17.xlsx,8,7,orleans,168,12.5,0,A. aegypti,susceptible
control,wood,3,8,Results for 7 month post spray/7 months results New orleans 24 may 17.xlsx,8,7,orleans,168,12.5,0,A. aegypti,susceptible
deltamethrin,wood,1,5,Results for 7 month post spray/7 months results New orleans 24 may 17.xlsx,5,7,orleans,168,100,0,A. aegypti,susceptible
deltamethrin,wood,2,10,Results for 7 month post spray/7 months results New orleans 24 may 17.xlsx,10,7,orleans,168,100,0,A. aegypti,susceptible
deltamethrin,wood,3,9,Results for 7 month post spray/7 months results New orleans 24 may 17.xlsx,9,7,orleans,168,100,0,A. aegypti,susceptible
control,cement,1,9,Results for 7 month post spray/7 months results New orleans 24 may 17.xlsx,9,7,orleans,168,0,0,A. aegypti,susceptible
control,cement,2,11,Results for 7 month post spray/7 months results New orleans 24 may 17.xlsx,11,7,orleans,168,0,0,A. aegypti,susceptible
control,cement,3,10,Results for 7 month post spray/7 months results New orleans 24 may 17.xlsx,10,7,orleans,168,10,0,A. aegypti,susceptible
deltamethrin,cement,1,11,Results for 7 month post spray/7 months results New orleans 24 may 17.xlsx,11,7,orleans,168,100,0,A. aegypti,susceptible
deltamethrin,cement,2,11,Results for 7 month post spray/7 months results New orleans 24 may 17.xlsx,11,7,orleans,168,100,0,A. aegypti,susceptible
deltamethrin,cement,3,8,Results for 7 month post spray/7 months results New orleans 24 may 17.xlsx,8,7,orleans,168,100,0,A. aegypti,susceptible
control,mud,1,9,Results for 7 month post spray/7 months results New orleans 24 may 17.xlsx,9,7,orleans,168,11.11111111,0,A. aegypti,susceptible
control,mud,2,10,Results for 7 month post spray/7 months results New orleans 24 may 17.xlsx,10,7,orleans,168,0,0,A. aegypti,susceptible
control,mud,3,7,Results for 7 month post spray/7 months results New orleans 24 may 17.xlsx,7,7,orleans,168,14.28571429,0,A. aegypti,susceptible
deltamethrin,mud,1,10,Results for 7 month post spray/7 months results New orleans 24 may 17.xlsx,10,7,orleans,168,100,0,A. aegypti,susceptible
deltamethrin,mud,2,10,Results for 7 month post spray/7 months results New orleans 24 may 17.xlsx,10,7,orleans,168,100,0,A. aegypti,susceptible
deltamethrin,mud,3,10,Results for 7 month post spray/7 months results New orleans 24 may 17.xlsx,10,7,orleans,168,100,0,A. aegypti,susceptible
control,wood,1,10,Results for 7 month post spray/7 months results VK7 2014 23 may 17.xlsx,10,7,vk7,168,30,0,An. gambiae,resistant
control,wood,2,10,Results for 7 month post spray/7 months results VK7 2014 23 may 17.xlsx,10,7,vk7,168,20,0,An. gambiae,resistant
control,wood,3,10,Results for 7 month post spray/7 months results VK7 2014 23 may 17.xlsx,10,7,vk7,168,20,0,An. gambiae,resistant
deltamethrin,wood,1,10,Results for 7 month post spray/7 months results VK7 2014 23 may 17.xlsx,10,7,vk7,168,0,0,An. gambiae,resistant
deltamethrin,wood,2,10,Results for 7 month post spray/7 months results VK7 2014 23 may 17.xlsx,10,7,vk7,168,10,0,An. gambiae,resistant
deltamethrin,wood,3,10,Results for 7 month post spray/7 months results VK7 2014 23 may 17.xlsx,10,7,vk7,168,30,0,An. gambiae,resistant
control,cement,1,10,Results for 7 month post spray/7 months results VK7 2014 23 may 17.xlsx,10,7,vk7,168,30,0,An. gambiae,resistant
control,cement,2,10,Results for 7 month post spray/7 months results VK7 2014 23 may 17.xlsx,10,7,vk7,168,30,0,An. gambiae,resistant
control,cement,3,10,Results for 7 month post spray/7 months results VK7 2014 23 may 17.xlsx,10,7,vk7,168,30,0,An. gambiae,resistant
deltamethrin,cement,1,10,Results for 7 month post spray/7 months results VK7 2014 23 may 17.xlsx,10,7,vk7,168,0,0,An. gambiae,resistant
deltamethrin,cement,2,10,Results for 7 month post spray/7 months results VK7 2014 23 may 17.xlsx,10,7,vk7,168,20,0,An. gambiae,resistant
deltamethrin,cement,3,10,Results for 7 month post spray/7 months results VK7 2014 23 may 17.xlsx,10,7,vk7,168,0,0,An. gambiae,resistant
control,mud,1,9,Results for 7 month post spray/7 months results VK7 2014 23 may 17.xlsx,9,7,vk7,168,11.11111111,0,An. gambiae,resistant
control,mud,2,10,Results for 7 month post spray/7 months results VK7 2014 23 may 17.xlsx,10,7,vk7,168,40,0,An. gambiae,resistant
control,mud,3,10,Results for 7 month post spray/7 months results VK7 2014 23 may 17.xlsx,10,7,vk7,168,30,0,An. gambiae,resistant
deltamethrin,mud,1,10,Results for 7 month post spray/7 months results VK7 2014 23 may 17.xlsx,10,7,vk7,168,0,0,An. gambiae,resistant
deltamethrin,mud,2,10,Results for 7 month post spray/7 months results VK7 2014 23 may 17.xlsx,10,7,vk7,168,10,0,An. gambiae,resistant
deltamethrin,mud,3,9,Results for 7 month post spray/7 months results VK7 2014 23 may 17.xlsx,9,7,vk7,168,0,0,An. gambiae,resistant
control,wood,1,8,Results for 9 month post spray/Fang 27 july 17.xlsx,8,9,fang,168,12.5,0,An. funestus,susceptible
control,wood,2,10,Results for 9 month post spray/Fang 27 july 17.xlsx,10,9,fang,168,0,0,An. funestus,susceptible
control,wood,3,10,Results for 9 month post spray/Fang 27 july 17.xlsx,10,9,fang,168,30,0,An. funestus,susceptible
deltamethrin,wood,1,9,Results for 9 month post spray/Fang 27 july 17.xlsx,9,9,fang,168,100,0,An. funestus,susceptible
deltamethrin,wood,2,10,Results for 9 month post spray/Fang 27 july 17.xlsx,10,9,fang,168,100,0,An. funestus,susceptible
deltamethrin,wood,3,10,Results for 9 month post spray/Fang 27 july 17.xlsx,10,9,fang,168,100,0,An. funestus,susceptible
control,cement,1,10,Results for 9 month post spray/Fang 27 july 17.xlsx,10,9,fang,168,10,0,An. funestus,susceptible
control,cement,2,10,Results for 9 month post spray/Fang 27 july 17.xlsx,10,9,fang,168,10,0,An. funestus,susceptible
control,cement,3,10,Results for 9 month post spray/Fang 27 july 17.xlsx,10,9,fang,168,10,0,An. funestus,susceptible
deltamethrin,cement,1,9,Results for 9 month post spray/Fang 27 july 17.xlsx,9,9,fang,168,100,0,An. funestus,susceptible
deltamethrin,cement,2,10,Results for 9 month post spray/Fang 27 july 17.xlsx,10,9,fang,168,80,0,An. funestus,susceptible
deltamethrin,cement,3,10,Results for 9 month post spray/Fang 27 july 17.xlsx,10,9,fang,168,100,0,An. funestus,susceptible
control,mud,1,10,Results for 9 month post spray/Fang 27 july 17.xlsx,10,9,fang,168,0,0,An. funestus,susceptible
control,mud,2,10,Results for 9 month post spray/Fang 27 july 17.xlsx,10,9,fang,168,0,0,An. funestus,susceptible
control,mud,3,11,Results for 9 month post spray/Fang 27 july 17.xlsx,11,9,fang,168,18.18181818,0,An. funestus,susceptible
deltamethrin,mud,1,10,Results for 9 month post spray/Fang 27 july 17.xlsx,10,9,fang,168,100,0,An. funestus,susceptible
deltamethrin,mud,2,9,Results for 9 month post spray/Fang 27 july 17.xlsx,9,9,fang,168,100,0,An. funestus,susceptible
deltamethrin,mud,3,10,Results for 9 month post spray/Fang 27 july 17.xlsx,10,9,fang,168,100,0,An. funestus,susceptible
control,wood,1,10,Results for 9 month post spray/Fumoz 31 july 17.xlsx,10,9,fumoz,168,0,0,An. funestus,resistant
control,wood,2,10,Results for 9 month post spray/Fumoz 31 july 17.xlsx,10,9,fumoz,168,10,0,An. funestus,resistant
control,wood,3,9,Results for 9 month post spray/Fumoz 31 july 17.xlsx,9,9,fumoz,168,11.11111111,0,An. funestus,resistant
deltamethrin,wood,1,9,Results for 9 month post spray/Fumoz 31 july 17.xlsx,9,9,fumoz,168,0,0,An. funestus,resistant
deltamethrin,wood,2,9,Results for 9 month post spray/Fumoz 31 july 17.xlsx,9,9,fumoz,168,11.11111111,0,An. funestus,resistant
deltamethrin,wood,3,10,Results for 9 month post spray/Fumoz 31 july 17.xlsx,10,9,fumoz,168,0,0,An. funestus,resistant
control,cement,1,10,Results for 9 month post spray/Fumoz 31 july 17.xlsx,10,9,fumoz,168,0,0,An. funestus,resistant
control,cement,2,9,Results for 9 month post spray/Fumoz 31 july 17.xlsx,9,9,fumoz,168,0,0,An. funestus,resistant
control,cement,3,10,Results for 9 month post spray/Fumoz 31 july 17.xlsx,10,9,fumoz,168,0,0,An. funestus,resistant
deltamethrin,cement,1,7,Results for 9 month post spray/Fumoz 31 july 17.xlsx,7,9,fumoz,168,0,0,An. funestus,resistant
deltamethrin,cement,2,10,Results for 9 month post spray/Fumoz 31 july 17.xlsx,10,9,fumoz,168,0,0,An. funestus,resistant
deltamethrin,cement,3,10,Results for 9 month post spray/Fumoz 31 july 17.xlsx,10,9,fumoz,168,0,0,An. funestus,resistant
control,mud,1,9,Results for 9 month post spray/Fumoz 31 july 17.xlsx,9,9,fumoz,168,0,0,An. funestus,resistant
control,mud,2,11,Results for 9 month post spray/Fumoz 31 july 17.xlsx,11,9,fumoz,168,18.18181818,0,An. funestus,resistant
control,mud,3,10,Results for 9 month post spray/Fumoz 31 july 17.xlsx,10,9,fumoz,168,10,0,An. funestus,resistant
deltamethrin,mud,1,9,Results for 9 month post spray/Fumoz 31 july 17.xlsx,9,9,fumoz,168,0,0,An. funestus,resistant
deltamethrin,mud,2,10,Results for 9 month post spray/Fumoz 31 july 17.xlsx,10,9,fumoz,168,0,0,An. funestus,resistant
deltamethrin,mud,3,10,Results for 9 month post spray/Fumoz 31 july 17.xlsx,10,9,fumoz,168,0,0,An. funestus,resistant
control,wood,1,8,Results for 9 month post spray/Kisumu 24 july 17.xlsx,8,9,kisumu,168,12.5,0,An. gambiae,susceptible
control,wood,2,8,Results for 9 month post spray/Kisumu 24 july 17.xlsx,8,9,kisumu,168,0,0,An. gambiae,susceptible
control,wood,3,11,Results for 9 month post spray/Kisumu 24 july 17.xlsx,11,9,kisumu,168,9.090909091,0,An. gambiae,susceptible
deltamethrin,wood,1,8,Results for 9 month post spray/Kisumu 24 july 17.xlsx,8,9,kisumu,168,100,0,An. gambiae,susceptible
deltamethrin,wood,2,10,Results for 9 month post spray/Kisumu 24 july 17.xlsx,10,9,kisumu,168,100,0,An. gambiae,susceptible
deltamethrin,wood,3,10,Results for 9 month post spray/Kisumu 24 july 17.xlsx,10,9,kisumu,168,100,0,An. gambiae,susceptible
control,cement,1,11,Results for 9 month post spray/Kisumu 24 july 17.xlsx,11,9,kisumu,168,18.18181818,0,An. gambiae,susceptible
control,cement,2,10,Results for 9 month post spray/Kisumu 24 july 17.xlsx,10,9,kisumu,168,10,0,An. gambiae,susceptible
control,cement,3,9,Results for 9 month post spray/Kisumu 24 july 17.xlsx,9,9,kisumu,168,11.11111111,0,An. gambiae,susceptible
deltamethrin,cement,1,10,Results for 9 month post spray/Kisumu 24 july 17.xlsx,10,9,kisumu,168,100,0,An. gambiae,susceptible
deltamethrin,cement,2,12,Results for 9 month post spray/Kisumu 24 july 17.xlsx,12,9,kisumu,168,100,0,An. gambiae,susceptible
deltamethrin,cement,3,9,Results for 9 month post spray/Kisumu 24 july 17.xlsx,9,9,kisumu,168,100,0,An. gambiae,susceptible
control,mud,1,10,Results for 9 month post spray/Kisumu 24 july 17.xlsx,10,9,kisumu,168,20,0,An. gambiae,susceptible
control,mud,2,10,Results for 9 month post spray/Kisumu 24 july 17.xlsx,10,9,kisumu,168,30,0,An. gambiae,susceptible
control,mud,3,9,Results for 9 month post spray/Kisumu 24 july 17.xlsx,9,9,kisumu,168,11.11111111,0,An. gambiae,susceptible
deltamethrin,mud,1,7,Results for 9 month post spray/Kisumu 24 july 17.xlsx,7,9,kisumu,168,100,0,An. gambiae,susceptible
deltamethrin,mud,2,10,Results for 9 month post spray/Kisumu 24 july 17.xlsx,10,9,kisumu,168,100,0,An. gambiae,susceptible
deltamethrin,mud,3,11,Results for 9 month post spray/Kisumu 24 july 17.xlsx,11,9,kisumu,168,100,0,An. gambiae,susceptible
control,wood,1,7,Results for 9 month post spray/Muheza 26 july 17.xlsx,7,9,muheza,168,14.28571429,0,Culex quinquefasciatus,resistant
control,wood,2,12,Results for 9 month post spray/Muheza 26 july 17.xlsx,12,9,muheza,168,0,0,Culex quinquefasciatus,resistant
control,wood,3,8,Results for 9 month post spray/Muheza 26 july 17.xlsx,8,9,muheza,168,0,0,Culex quinquefasciatus,resistant
deltamethrin,wood,1,12,Results for 9 month post spray/Muheza 26 july 17.xlsx,12,9,muheza,168,58.33333333,0,Culex quinquefasciatus,resistant
deltamethrin,wood,2,9,Results for 9 month post spray/Muheza 26 july 17.xlsx,9,9,muheza,168,44.44444444,0,Culex quinquefasciatus,resistant
deltamethrin,wood,3,10,Results for 9 month post spray/Muheza 26 july 17.xlsx,10,9,muheza,168,20,0,Culex quinquefasciatus,resistant
control,cement,1,11,Results for 9 month post spray/Muheza 26 july 17.xlsx,11,9,muheza,168,0,0,Culex quinquefasciatus,resistant
control,cement,2,9,Results for 9 month post spray/Muheza 26 july 17.xlsx,9,9,muheza,168,0,0,Culex quinquefasciatus,resistant
control,cement,3,12,Results for 9 month post spray/Muheza 26 july 17.xlsx,12,9,muheza,168,8.333333333,0,Culex quinquefasciatus,resistant
deltamethrin,cement,1,11,Results for 9 month post spray/Muheza 26 july 17.xlsx,11,9,muheza,168,9.090909091,0,Culex quinquefasciatus,resistant
deltamethrin,cement,2,13,Results for 9 month post spray/Muheza 26 july 17.xlsx,13,9,muheza,168,100,0,Culex quinquefasciatus,resistant
deltamethrin,cement,3,11,Results for 9 month post spray/Muheza 26 july 17.xlsx,11,9,muheza,168,81.81818182,0,Culex quinquefasciatus,resistant
control,mud,1,11,Results for 9 month post spray/Muheza 26 july 17.xlsx,11,9,muheza,168,18.18181818,0,Culex quinquefasciatus,resistant
control,mud,2,11,Results for 9 month post spray/Muheza 26 july 17.xlsx,11,9,muheza,168,0,0,Culex quinquefasciatus,resistant
control,mud,3,10,Results for 9 month post spray/Muheza 26 july 17.xlsx,10,9,muheza,168,0,0,Culex quinquefasciatus,resistant
deltamethrin,mud,1,10,Results for 9 month post spray/Muheza 26 july 17.xlsx,10,9,muheza,168,10,0,Culex quinquefasciatus,resistant
deltamethrin,mud,2,11,Results for 9 month post spray/Muheza 26 july 17.xlsx,11,9,muheza,168,0,0,Culex quinquefasciatus,resistant
deltamethrin,mud,3,NA,Results for 9 month post spray/Muheza 26 july 17.xlsx,NA,9,muheza,168,NA,NA,Culex quinquefasciatus,resistant
control,wood,1,9,Results for 9 month post spray/VK7 2014 24 july 17.xlsx,9,9,vk7,168,0,0,An. gambiae,resistant
control,wood,2,11,Results for 9 month post spray/VK7 2014 24 july 17.xlsx,11,9,vk7,168,9.090909091,0,An. gambiae,resistant
control,wood,3,10,Results for 9 month post spray/VK7 2014 24 july 17.xlsx,10,9,vk7,168,10,0,An. gambiae,resistant
deltamethrin,wood,1,10,Results for 9 month post spray/VK7 2014 24 july 17.xlsx,10,9,vk7,168,30,0,An. gambiae,resistant
deltamethrin,wood,2,10,Results for 9 month post spray/VK7 2014 24 july 17.xlsx,10,9,vk7,168,30,0,An. gambiae,resistant
deltamethrin,wood,3,10,Results for 9 month post spray/VK7 2014 24 july 17.xlsx,10,9,vk7,168,10,0,An. gambiae,resistant
control,cement,1,9,Results for 9 month post spray/VK7 2014 24 july 17.xlsx,9,9,vk7,168,55.55555556,0,An. gambiae,resistant
control,cement,2,11,Results for 9 month post spray/VK7 2014 24 july 17.xlsx,11,9,vk7,168,27.27272727,0,An. gambiae,resistant
control,cement,3,10,Results for 9 month post spray/VK7 2014 24 july 17.xlsx,10,9,vk7,168,10,0,An. gambiae,resistant
deltamethrin,cement,1,9,Results for 9 month post spray/VK7 2014 24 july 17.xlsx,9,9,vk7,168,22.22222222,0,An. gambiae,resistant
deltamethrin,cement,2,10,Results for 9 month post spray/VK7 2014 24 july 17.xlsx,10,9,vk7,168,40,0,An. gambiae,resistant
deltamethrin,cement,3,11,Results for 9 month post spray/VK7 2014 24 july 17.xlsx,11,9,vk7,168,9.090909091,0,An. gambiae,resistant
control,mud,1,9,Results for 9 month post spray/VK7 2014 24 july 17.xlsx,9,9,vk7,168,22.22222222,0,An. gambiae,resistant
control,mud,2,10,Results for 9 month post spray/VK7 2014 24 july 17.xlsx,10,9,vk7,168,10,0,An. gambiae,resistant
control,mud,3,10,Results for 9 month post spray/VK7 2014 24 july 17.xlsx,10,9,vk7,168,30,0,An. gambiae,resistant
deltamethrin,mud,1,7,Results for 9 month post spray/VK7 2014 24 july 17.xlsx,7,9,vk7,168,14.28571429,0,An. gambiae,resistant
deltamethrin,mud,2,11,Results for 9 month post spray/VK7 2014 24 july 17.xlsx,11,9,vk7,168,27.27272727,0,An. gambiae,resistant
deltamethrin,mud,3,10,Results for 9 month post spray/VK7 2014 24 july 17.xlsx,10,9,vk7,168,40,0,An. gambiae,resistant
control,wood,1,10,Results for 12 months post spray/Cayman 27th oct 17.xlsx,10,12,cayman,168,0,0,A. aegypti,resistant
control,wood,2,10,Results for 12 months post spray/Cayman 27th oct 17.xlsx,10,12,cayman,168,0,0,A. aegypti,resistant
control,wood,3,9,Results for 12 months post spray/Cayman 27th oct 17.xlsx,9,12,cayman,168,11.11111111,0,A. aegypti,resistant
